,Farm0001,Farm0002,Farm0003,Farm0004,Farm0005,Farm0006,Farm0007,Farm0008,Farm0009,Farm0010,Farm0011,Farm0012,Farm0013,Farm0014,Farm0015,Farm0016,Farm0017,Farm0018,Farm0019,Farm0020,Farm0021,Farm0022,Farm0023,Farm0024,Farm0025,Farm0026,Farm0027,Farm0028,Farm0029,Farm0030,Farm0031,Farm0032,Farm0033,Farm0034,Farm0035,Farm0036,Farm0037,Farm0038,Farm0039,Farm0040,Farm0041,Farm0042,Farm0043,Farm0044,Farm0045,Farm0046,Farm0047,Farm0048,Farm0049,Farm0050,Farm0051,Farm0052,Farm0053,Farm0054,Farm0055,Farm0056,Farm0057,Farm0058,Farm0059,Farm0060,Farm0061,Farm0062,Farm0063,Farm0064,Farm0065,Farm0066,Farm0067,Farm0068,Farm0069,Farm0070,Farm0071,Farm0072,Farm0073,Farm0074,Farm0075,Farm0076,Farm0077,Farm0078,Farm0079,Farm0080,Farm0081,Farm0082,Farm0083,Farm0084,Farm0085,Farm0086,Farm0087,Farm0088,Farm0089,Farm0090,Farm0091,Farm0092,Farm0093,Farm0094,Farm0095,Farm0096,Farm0097,Farm0098,Farm0099,Farm0100,Farm0101,Farm0102,Farm0103,Farm0104,Farm0105,Farm0106,Farm0107,Farm0108,Farm0109,Farm0110,Farm0111,Farm0112,Farm0113,Farm0114,Farm0115,Farm0116,Farm0117,Farm0118,Farm0119,Farm0120,Farm0121,Farm0122,Farm0123,Farm0124,Farm0125,Farm0126,Farm0127,Farm0128,Farm0129,Farm0130,Farm0131,Farm0132,Farm0133,Farm0134,Farm0135,Farm0136,Farm0137,Farm0138,Farm0139,Farm0140,Farm0141,Farm0142,Farm0143,Farm0144,Farm0145,Farm0146,Farm0147,Farm0148,Farm0149,Farm0150,Farm0151,Farm0152,Farm0153,Farm0154,Farm0155,Farm0156,Farm0157,Farm0158,Farm0159,Farm0160,Farm0161,Farm0162,Farm0163,Farm0164,Farm0165,Farm0166,Farm0167,Farm0168,Farm0169,Farm0170,Farm0171,Farm0172,Farm0173,Farm0174,Farm0175,Farm0176,Farm0177,Farm0178,Farm0179,Farm0180,Farm0181,Farm0182,Farm0183,Farm0184,Farm0185,Farm0186,Farm0187,Farm0188,Farm0189,Farm0190,Farm0191,Farm0192,Farm0193,Farm0194,Farm0195,Farm0196,Farm0197,Farm0198,Farm0199,Farm0200,Farm0201,Farm0202,Farm0203,Farm0204,Farm0205,Farm0206,Farm0207,Farm0208,Farm0209,Farm0210,Farm0211,Farm0212,Farm0213,Farm0214
Farm0172,14,14,20,18,21,6,20,24,21,20,17,20,9,21,21,6,24,10,20,20,21,22,22,20,8,20,16,12,7,13,8,22,6,8,10,12,12,21,10,6,20,26,20,18,21,22,8,18,16,6,6,20,20,17,14,7,12,24,23,10,22,12,24,14,10,26,6,8,19,6,6,21,28,28,22,11,6,10,11,22,28,22,7,4,7,9,24,10,18,19,24,25,27,8,25,8,24,27,12,8,24,6,8,8,18,4,24,33,25,25,28,24,10,12,10,10,10,12,9,30,8,25,10,2,33,6,10,8,24,29,24,33,24,26,25,8,30,8,12,9,30,29,28,31,30,24,8,8,12,26,27,24,16,16,134,12,28,11,12,13,27,30,26,28,9,28,10,8,8,26,2,,4,4,26,28,30,12,4,32,24,16,14,25,35,25,32,16,14,4,28,32,28,31,3,11,28,4,10,8,32,36,20,16,23,4,26,28,16,18,10,34,36,22
Farm0173,18,18,24,21,24,8,25,28,23,23,20,22,8,24,23,8,26,12,24,22,24,24,26,22,9,22,19,11,8,14,9,24,8,10,10,12,12,24,10,8,24,28,21,22,24,24,8,22,20,6,8,22,22,20,15,8,12,26,26,10,25,14,28,14,12,32,6,10,22,5,8,22,31,30,23,11,6,11,13,24,32,25,7,6,8,10,26,10,22,22,27,28,30,8,28,10,27,30,16,8,28,8,8,8,20,6,25,36,28,29,31,28,11,14,12,10,10,13,10,33,8,28,10,3,38,6,10,7,26,33,26,36,27,28,27,8,34,8,14,12,34,31,30,35,34,27,10,10,12,30,32,28,15,16,134,13,32,12,12,14,30,33,26,32,14,31,11,9,10,29,4,4,,4,30,30,34,14,6,35,26,16,16,28,38,28,34,16,15,5,29,36,31,34,4,12,31,6,12,8,34,40,20,17,24,8,28,30,18,18,12,38,40,22
Farm0174,16,17,23,20,24,8,22,26,24,24,19,22,9,24,22,6,25,10,22,22,23,24,24,21,8,23,19,11,7,12,6,23,8,10,8,10,12,24,9,7,23,27,21,20,22,22,8,19,20,4,8,20,22,20,14,7,10,26,26,10,24,14,26,14,12,30,6,8,21,4,6,24,30,30,23,10,6,11,10,22,31,24,6,4,8,10,27,8,20,21,26,27,29,8,28,8,26,30,13,8,28,7,8,6,20,6,26,36,26,28,31,26,10,10,10,10,9,12,9,32,8,26,9,2,36,6,8,6,26,30,24,34,26,28,26,8,31,8,13,10,32,30,30,33,32,26,8,8,11,30,30,27,15,15,134,11,30,11,12,12,29,32,26,30,10,30,11,9,9,27,2,4,4,,28,29,31,12,3,34,27,16,12,28,38,28,34,16,14,5,29,35,30,33,3,12,30,3,12,8,34,39,19,16,22,6,28,30,18,18,10,38,37,20
Farm0175,14,14,20,16,21,22,20,23,20,20,16,18,22,21,20,23,22,25,19,19,20,21,22,18,24,18,11,26,24,28,24,21,24,24,24,26,26,20,26,24,20,24,15,13,19,22,24,11,12,25,26,18,18,12,29,24,26,23,23,26,20,28,22,28,26,28,24,24,14,24,26,8,27,26,19,24,25,26,26,20,26,21,24,26,27,29,23,28,14,18,24,23,26,25,25,28,7,28,30,25,24,26,24,28,12,26,12,32,6,24,26,24,25,30,28,28,28,28,26,28,28,24,30,26,33,26,28,26,22,28,24,30,3,24,6,29,29,28,32,28,28,28,28,31,28,4,28,26,30,26,8,24,34,35,154,29,27,28,34,32,26,28,12,27,34,26,30,29,28,26,28,26,30,28,,26,28,28,28,31,6,34,30,24,34,24,31,36,30,29,26,32,27,30,29,32,27,28,30,32,31,35,38,35,42,30,24,26,39,36,30,36,35,40
Farm0176,12,12,17,15,8,22,18,17,18,8,14,16,22,6,18,22,20,25,9,16,19,7,20,16,24,16,14,26,22,28,24,18,24,24,24,26,27,6,26,23,18,22,18,17,7,19,24,18,16,24,26,17,16,16,29,24,26,20,22,25,20,28,22,28,26,26,23,24,20,26,27,20,24,23,18,25,25,24,26,18,2,20,24,26,28,30,22,28,18,15,21,10,25,24,24,28,23,26,31,26,21,26,24,27,16,27,23,30,24,22,24,22,25,29,29,30,29,30,26,28,28,22,31,27,10,28,28,28,20,27,22,29,22,24,22,30,28,27,32,27,5,24,4,7,27,23,26,27,30,24,28,21,34,34,154,30,26,28,34,31,24,26,24,14,32,24,28,28,28,24,28,28,30,29,26,,26,28,29,7,22,32,32,23,10,22,28,36,31,29,23,8,26,28,28,30,26,30,30,32,28,14,39,36,42,30,22,24,38,36,30,12,12,40
Farm0177,15,14,18,16,22,25,22,23,18,20,15,20,26,22,9,26,24,28,20,19,20,20,22,16,28,18,18,28,28,32,27,20,27,28,28,30,30,20,29,27,22,6,22,21,21,22,28,18,20,27,30,18,18,20,32,28,28,23,12,28,22,31,25,31,28,16,25,26,20,27,30,24,28,7,22,28,28,28,28,22,28,21,28,28,31,32,12,32,20,18,23,25,25,28,24,30,26,10,34,28,26,31,28,31,20,30,26,34,28,25,26,25,28,32,32,32,30,34,28,29,30,24,32,30,34,30,30,31,24,30,24,32,27,7,26,32,17,30,34,30,30,28,28,32,30,27,30,30,33,28,30,26,36,38,156,32,18,31,36,34,26,28,26,28,34,26,32,30,32,26,30,30,34,31,28,26,,30,32,32,26,36,34,25,34,24,19,38,34,32,27,34,28,32,32,33,27,32,33,36,20,38,42,37,44,33,25,26,41,38,32,38,36,43
Farm0178,16,16,22,18,22,6,22,24,22,23,18,20,8,24,21,8,25,8,22,21,22,22,24,19,8,21,18,10,9,12,8,22,8,8,9,10,12,22,10,8,22,26,20,20,22,24,8,19,18,8,10,20,20,20,12,8,10,25,24,9,24,12,26,12,10,28,8,8,20,9,12,22,28,28,21,10,9,8,10,22,30,24,10,10,11,14,26,11,18,20,25,26,29,8,27,10,26,28,15,8,26,12,9,12,20,11,26,36,26,25,30,25,4,13,12,13,12,15,9,32,12,26,14,11,34,12,10,12,24,30,26,32,26,28,25,12,31,12,17,11,31,28,30,34,32,25,12,10,14,28,28,26,16,18,136,11,31,12,17,16,28,30,26,30,14,28,13,12,12,27,12,12,14,12,28,28,30,,13,34,26,15,13,26,35,27,32,20,12,14,28,34,28,32,12,13,28,13,14,18,34,37,24,18,26,16,26,28,20,20,12,38,36,24
Farm0179,16,18,24,20,22,8,23,26,23,22,20,21,8,23,24,5,24,10,22,22,24,22,25,21,7,22,18,10,8,14,6,24,8,10,10,11,12,23,9,7,22,26,20,20,22,25,8,20,19,6,7,22,20,18,14,6,11,27,25,10,24,14,26,13,11,30,6,10,22,4,6,22,30,28,23,10,6,9,10,23,30,24,6,5,6,11,26,9,20,20,26,26,30,6,28,8,26,30,15,8,28,5,8,8,20,6,25,36,28,26,30,26,10,12,10,10,9,13,9,32,8,28,8,2,36,6,8,6,26,30,24,34,26,27,26,8,32,7,14,10,30,30,30,34,32,26,8,8,11,29,30,27,15,15,134,12,31,12,12,13,5,32,26,28,10,29,10,9,8,28,2,4,6,3,28,29,32,13,,34,26,17,14,28,38,26,33,16,15,6,28,34,30,34,5,12,28,4,11,6,34,40,20,16,22,7,28,30,16,17,11,38,37,21
Farm0180,16,18,23,20,12,26,23,22,22,12,19,20,28,12,22,28,26,30,12,22,23,12,26,21,30,22,20,31,28,34,29,22,29,30,30,32,32,10,31,30,24,27,23,22,13,24,30,22,21,30,30,21,20,22,36,29,30,26,26,30,24,34,26,33,31,31,28,29,23,30,32,25,30,28,23,30,30,30,32,22,2,24,29,32,32,35,26,34,23,20,25,15,28,30,28,33,28,30,35,30,28,32,30,33,22,32,28,35,29,28,30,27,30,34,34,34,33,38,30,32,32,26,35,32,10,32,32,33,26,30,26,34,28,28,28,34,32,34,38,32,10,30,8,8,32,28,31,32,36,30,32,27,39,38,158,34,30,33,38,38,30,31,29,18,36,30,34,32,32,28,32,32,35,34,31,7,32,34,34,,28,38,36,28,12,27,33,40,36,32,29,1,31,33,34,36,30,34,34,38,33,13,43,40,48,34,27,30,44,41,34,16,12,46
Farm0181,12,12,16,13,18,20,18,19,16,18,13,16,20,18,18,20,19,22,16,16,16,16,19,16,22,16,8,22,21,25,22,17,21,20,23,23,24,18,24,20,17,20,12,10,18,18,22,8,9,20,22,14,16,10,26,20,22,20,20,21,18,26,20,26,24,24,20,22,12,22,25,6,23,22,17,24,22,22,22,18,26,17,22,23,24,26,20,24,10,16,20,22,24,22,21,23,4,24,27,22,20,22,21,26,10,23,10,28,3,21,24,22,22,26,26,26,25,24,22,24,26,21,26,23,29,24,24,26,19,25,20,28,1,22,2,26,27,25,29,24,26,23,24,28,26,2,24,23,27,22,6,21,31,31,150,26,26,24,30,28,25,26,10,24,28,24,25,26,25,22,25,24,26,27,6,22,26,26,26,28,,30,25,22,30,21,26,32,27,26,24,30,24,26,25,27,24,26,28,29,28,32,36,31,39,26,20,22,35,32,26,33,31,37
Farm0182,21,21,27,23,27,12,28,30,26,26,23,26,12,28,28,10,29,14,28,26,28,27,29,25,12,26,22,16,11,16,10,28,11,12,12,16,15,28,12,12,28,30,26,24,26,27,13,24,23,10,14,26,26,22,19,10,15,30,28,14,28,17,30,17,14,33,8,13,26,12,14,28,34,34,27,14,12,15,16,28,34,28,12,13,15,15,30,16,24,26,30,30,33,12,32,14,30,34,17,12,32,13,12,16,24,12,30,40,30,31,35,32,12,16,16,16,15,18,14,36,14,30,17,14,40,14,14,15,30,34,30,38,30,32,30,16,37,16,20,14,37,33,34,39,36,30,14,14,16,34,35,31,20,21,140,4,35,14,21,19,34,34,32,34,20,33,16,16,15,32,14,16,16,16,34,32,36,15,17,38,30,,6,30,41,30,38,22,6,18,34,38,34,36,16,17,34,16,17,20,38,42,28,22,29,20,30,34,26,24,17,40,41,27
Farm0183,18,19,24,21,26,8,24,28,26,25,22,22,10,26,26,8,26,12,24,24,26,26,28,23,8,24,18,13,9,15,10,25,8,10,12,12,14,26,11,9,24,28,22,22,26,26,10,22,22,10,12,23,24,22,16,9,12,28,27,13,26,15,29,16,12,32,8,12,24,10,12,26,31,31,24,12,10,12,13,25,33,26,10,11,12,14,27,12,22,22,28,28,30,10,30,12,27,32,16,10,28,12,10,14,22,11,28,36,27,29,32,30,10,14,14,14,12,13,10,35,12,29,15,11,38,13,13,12,28,32,26,36,25,29,26,14,34,14,16,13,34,32,32,36,34,26,12,12,16,31,29,28,18,19,139,2,34,12,18,16,13,34,28,32,16,31,14,13,13,30,14,14,16,12,30,32,34,13,14,36,25,6,,30,40,29,34,21,4,14,30,36,32,34,14,15,31,14,15,18,36,42,24,20,26,18,29,32,22,21,15,38,40,25
Farm0184,11,10,17,12,17,20,16,19,16,16,12,5,20,17,16,20,18,22,16,16,16,16,18,14,22,14,12,22,22,24,22,16,22,22,23,22,23,16,24,22,8,20,16,16,15,3,22,13,14,23,24,14,6,15,25,22,24,18,17,22,10,25,10,24,24,23,22,20,16,22,26,18,9,23,8,23,24,22,24,8,22,10,24,24,27,27,18,26,14,5,20,20,22,24,21,25,21,24,28,23,0,25,23,26,16,24,22,14,21,22,23,11,23,28,26,27,26,29,24,24,26,12,28,25,30,24,26,26,18,24,20,26,21,20,22,28,26,26,30,24,24,24,22,27,18,20,24,24,28,4,26,0,32,31,146,27,23,26,32,30,26,26,22,22,28,22,26,26,28,21,26,25,28,28,24,23,25,26,28,28,22,30,30,,30,0,26,33,30,26,2,28,4,25,26,29,23,27,28,31,27,32,37,32,40,26,20,22,36,34,28,32,30,38
Farm0185,20,20,26,23,16,28,26,24,26,16,21,24,30,16,25,31,28,33,17,25,26,16,28,25,32,26,24,34,32,36,32,27,32,32,33,34,34,14,34,32,25,30,26,26,15,28,32,24,24,32,34,25,24,25,38,32,33,29,28,34,27,37,30,36,34,33,31,31,26,34,35,28,33,32,26,33,34,32,34,26,8,28,32,34,36,37,30,36,24,24,29,19,31,34,30,36,32,33,39,33,31,34,33,35,24,34,30,38,32,30,34,28,33,38,38,38,37,39,32,34,36,30,38,35,10,34,37,37,28,34,30,38,32,31,30,36,36,35,40,36,14,33,10,10,34,30,36,35,38,32,35,31,42,42,162,36,34,37,41,39,35,34,32,21,40,32,37,37,36,32,36,35,38,38,34,10,34,35,38,12,30,41,40,30,,30,35,43,38,36,33,12,32,36,37,38,34,37,37,42,38,2,48,42,50,38,30,32,46,44,38,20,1,48
Farm0186,11,10,16,12,17,20,14,19,16,16,12,6,22,16,15,21,18,21,16,15,16,16,18,14,22,14,14,22,22,24,22,16,22,22,23,22,22,16,24,22,6,19,15,15,17,2,22,14,14,22,24,15,6,14,26,22,24,19,18,24,8,26,11,23,24,23,21,22,16,24,26,18,8,22,8,23,23,24,25,8,23,10,23,24,26,26,18,26,14,6,18,20,22,23,20,24,20,24,30,22,0,24,22,26,15,24,21,14,22,20,22,12,23,27,28,28,26,26,24,26,26,12,30,26,30,26,26,25,18,23,20,27,20,21,21,27,24,26,31,26,25,24,22,28,18,21,26,25,28,1,24,0,32,32,147,26,24,27,31,30,26,24,22,24,30,22,26,26,26,20,26,25,28,28,24,22,24,27,26,27,21,30,29,0,30,,26,33,29,26,2,28,4,26,26,27,23,26,28,30,27,32,37,34,40,26,18,22,35,34,28,32,30,39
Farm0187,16,16,20,16,23,26,22,25,20,23,15,20,28,24,10,26,24,29,21,20,22,22,24,18,27,18,18,31,27,32,28,20,28,28,29,30,31,21,30,28,22,14,23,21,23,22,28,22,22,28,30,20,20,20,34,28,31,24,12,28,22,32,24,32,30,6,27,28,22,30,30,24,29,16,22,30,28,30,30,22,29,24,28,29,32,33,14,32,22,20,26,26,26,29,25,30,27,18,36,30,26,30,29,32,22,30,26,35,28,26,29,26,28,33,34,33,32,32,29,29,32,26,34,31,36,31,32,32,26,30,26,33,27,14,27,33,8,31,35,30,29,29,30,31,30,28,30,30,34,28,30,26,38,38,157,33,2,32,37,36,32,30,29,30,36,28,34,32,30,26,32,32,34,34,31,28,19,32,33,33,26,38,34,26,35,26,,39,33,33,28,34,29,32,32,34,28,33,34,38,2,38,42,40,46,34,26,28,42,40,34,37,37,43
Farm0188,22,23,28,25,30,13,28,32,28,29,24,27,14,30,29,12,30,16,30,27,28,28,32,27,12,28,24,17,13,19,12,29,12,16,14,16,18,28,15,13,28,32,28,26,30,30,13,23,26,11,12,27,26,24,20,14,17,33,32,16,30,18,32,18,16,36,12,16,26,12,14,29,36,34,30,16,12,16,17,29,36,30,12,13,14,16,32,16,26,28,33,33,35,14,34,11,32,35,21,15,33,13,14,14,26,12,32,42,34,33,36,32,16,18,16,16,14,15,14,38,15,32,18,14,42,13,16,15,32,37,32,40,32,34,33,16,38,14,15,16,38,36,36,40,38,31,14,12,12,35,36,33,2,22,133,18,36,17,20,20,14,38,34,36,20,36,12,11,15,34,14,16,16,16,36,36,38,20,16,40,32,22,21,33,43,33,39,,20,18,35,41,36,40,17,12,36,16,14,20,40,44,8,3,11,19,33,36,26,20,12,43,45,9
Farm0189,18,20,26,22,25,9,25,28,25,24,22,23,10,26,26,8,28,12,25,24,26,26,27,23,9,24,21,12,9,16,10,26,10,10,12,14,14,26,12,10,25,29,24,22,26,26,10,20,22,8,10,23,22,22,16,10,13,28,27,12,26,15,28,16,12,33,8,12,24,10,12,26,32,32,24,12,9,12,13,26,32,26,10,12,13,14,28,12,22,22,28,28,32,10,29,11,28,32,16,10,29,11,10,14,22,11,28,37,28,28,32,30,12,13,14,14,12,12,11,34,14,30,15,12,38,12,14,12,28,32,28,36,28,30,29,14,36,13,18,12,34,33,32,36,34,28,10,12,16,30,32,30,20,20,138,2,32,14,18,17,13,33,30,32,17,30,14,14,12,30,13,14,15,14,30,31,34,12,15,36,27,6,4,30,38,29,33,20,,15,30,36,32,36,14,15,32,14,16,18,34,40,24,20,28,16,29,32,23,20,16,39,40,24
Farm0190,16,16,22,19,22,8,21,26,22,22,19,20,8,23,21,7,24,11,22,22,22,22,24,19,8,21,18,12,8,14,8,23,8,10,10,12,12,22,10,8,21,25,20,20,22,22,10,19,18,5,9,20,19,18,15,8,12,24,24,12,22,14,26,14,12,28,6,10,20,4,8,22,30,28,22,12,7,11,12,22,29,22,6,6,8,10,25,11,19,20,26,26,28,10,26,9,26,29,14,8,26,8,10,8,20,6,25,34,26,25,28,25,11,13,12,12,10,13,10,30,8,26,9,2,35,6,9,8,26,30,24,33,25,26,25,8,30,8,14,10,30,30,30,33,32,25,10,8,12,28,30,26,15,16,135,14,30,12,14,14,28,31,26,28,12,28,11,10,10,27,4,4,5,5,29,29,32,14,6,32,26,18,14,26,36,26,33,18,15,,28,34,28,32,4,12,30,5,11,8,32,36,20,17,24,4,26,28,18,18,12,36,37,22
Farm0191,14,12,18,14,18,22,18,21,18,18,14,8,24,19,18,23,19,23,18,17,18,18,21,16,26,17,14,24,24,26,23,18,24,24,26,24,26,18,26,24,10,23,18,16,18,4,25,16,16,24,26,16,8,17,27,24,26,22,20,25,12,28,12,26,27,25,22,26,18,26,26,21,11,24,11,25,25,24,26,10,25,10,24,27,27,29,22,28,16,7,20,23,24,26,22,26,24,26,32,25,2,26,24,28,16,26,23,16,24,22,26,14,26,29,30,28,28,28,25,26,28,14,30,27,30,26,28,28,22,26,23,28,24,23,23,30,28,28,32,28,26,26,26,30,19,24,26,26,30,4,28,2,34,34,150,30,24,28,34,31,29,27,26,24,32,24,29,28,28,24,28,28,29,29,26,23,27,28,28,29,24,34,30,2,33,2,28,35,30,28,,30,6,28,28,30,24,29,30,34,29,34,38,36,42,28,22,25,38,36,30,34,33,40
Farm0192,18,18,24,20,14,28,24,24,24,14,20,23,30,12,24,30,28,30,14,24,23,13,26,22,29,24,21,33,30,34,30,24,30,30,32,32,32,12,32,31,24,28,24,24,15,24,30,24,22,30,33,22,22,22,34,28,32,26,26,30,26,34,27,34,30,32,30,30,23,32,32,26,32,30,25,30,32,30,33,24,4,26,32,33,34,35,28,35,24,22,28,16,30,30,28,34,30,32,38,31,28,32,31,34,22,31,28,36,30,27,30,28,30,36,36,36,34,34,32,32,34,28,36,34,12,32,34,34,28,32,28,34,30,28,28,36,32,34,38,33,11,31,6,10,34,30,34,33,35,30,33,29,40,41,158,35,32,32,38,38,30,32,30,19,38,30,35,34,34,30,34,32,36,35,32,8,34,34,34,1,30,38,36,28,12,28,34,41,36,34,30,,30,35,35,36,32,34,36,40,35,14,45,42,47,36,27,30,44,42,36,18,12,46
Farm0193,14,14,19,15,18,23,21,22,20,20,15,8,24,20,19,23,22,24,19,18,20,18,20,18,25,18,16,26,26,26,25,18,26,26,26,24,24,19,27,26,12,24,18,17,19,6,26,17,18,25,26,16,9,17,28,25,28,22,22,26,13,28,14,29,28,26,24,25,19,26,28,20,12,24,12,26,26,26,28,12,26,12,26,28,28,30,22,28,16,8,22,23,25,26,24,28,24,26,33,26,4,28,26,29,19,26,24,16,24,23,26,14,26,30,30,30,28,30,26,28,29,15,31,28,32,28,28,30,22,26,24,30,22,24,24,30,28,29,33,28,28,26,26,30,20,24,28,28,32,6,28,2,36,35,150,30,26,29,34,34,26,26,24,25,33,24,29,28,29,24,29,28,31,30,27,26,28,28,30,31,24,34,32,4,32,4,29,36,32,28,6,30,,29,30,32,26,30,32,34,30,34,40,36,42,30,24,26,36,36,32,36,34,41
Farm0194,16,16,22,18,22,26,20,24,22,22,18,22,26,23,21,28,24,30,22,12,23,22,24,20,28,20,19,30,28,32,28,20,28,28,30,30,31,22,30,28,22,26,22,21,22,24,28,19,20,28,31,18,20,21,32,28,30,7,24,28,23,32,26,32,30,30,28,28,22,29,31,24,30,28,22,28,28,30,30,22,30,22,29,31,32,33,26,32,20,20,8,26,27,28,28,32,26,28,34,28,26,32,30,31,20,30,26,34,28,4,10,27,28,32,33,32,33,33,28,30,32,26,33,30,34,31,32,32,7,12,8,14,28,27,27,33,32,32,36,31,32,8,30,33,32,28,30,31,34,27,32,26,38,38,156,34,30,31,37,37,32,13,26,29,36,8,33,32,32,6,32,31,34,33,30,28,32,32,34,33,26,36,34,25,36,26,32,40,36,32,28,35,29,,33,34,30,33,34,36,32,38,43,38,46,34,26,28,42,40,34,38,38,43
Farm0195,16,16,24,20,22,8,24,26,23,22,18,21,8,23,22,6,24,10,23,22,22,23,25,20,7,22,18,10,7,14,8,23,6,8,9,11,12,24,8,8,23,28,21,22,22,24,6,21,20,5,7,22,21,18,14,6,12,25,25,9,24,12,26,12,10,30,6,8,22,4,6,23,30,28,24,11,6,10,12,22,30,24,6,6,8,10,25,9,20,22,25,27,28,8,28,8,26,30,14,8,26,6,8,7,20,6,26,35,27,26,30,27,10,12,10,10,10,8,10,32,8,26,10,3,36,5,9,6,27,30,26,34,26,28,26,8,32,7,12,10,32,30,31,34,32,26,8,8,10,29,28,27,14,16,134,12,30,11,12,14,4,32,26,30,10,28,10,8,9,28,3,3,4,3,29,28,32,12,5,34,25,16,14,26,37,26,32,17,14,4,28,35,30,33,,12,30,4,11,8,33,40,20,17,23,7,27,29,17,18,11,36,38,22
Farm0196,18,18,24,22,24,8,25,26,24,24,20,22,10,25,24,6,26,11,24,24,24,24,26,22,8,23,18,12,8,14,8,23,8,10,10,11,14,24,10,8,24,28,22,20,24,26,9,22,20,8,9,23,22,20,16,8,12,27,26,11,26,16,27,14,12,30,8,12,22,8,9,25,30,30,24,11,6,10,12,24,30,26,6,8,10,10,28,10,20,22,28,27,30,9,28,4,28,32,15,9,28,10,9,10,20,8,27,37,28,28,32,28,12,12,11,12,10,13,10,32,10,28,12,9,37,8,11,8,26,33,26,36,28,29,28,12,33,10,9,12,32,30,30,34,32,26,10,5,4,30,32,29,12,16,130,14,32,12,15,13,10,31,28,32,12,29,4,2,10,28,10,11,12,12,32,30,33,13,12,36,27,17,15,29,38,27,34,12,15,12,30,36,32,34,12,,32,10,4,15,35,40,17,14,20,13,28,30,20,9,4,38,38,19
Farm0197,13,12,18,17,18,22,18,21,20,18,16,16,24,20,19,24,22,26,20,18,19,20,22,16,25,18,16,28,26,30,25,19,25,26,25,27,27,20,26,24,19,23,20,17,19,20,26,16,17,26,27,18,16,18,30,25,26,22,20,26,20,29,22,29,28,27,24,26,20,27,26,21,26,24,20,26,26,26,27,18,27,20,28,28,29,30,23,30,18,16,22,23,25,26,24,28,24,26,32,26,23,27,26,30,18,25,24,30,24,23,26,22,26,30,30,30,28,29,26,28,28,22,31,29,30,28,29,28,23,27,24,30,24,22,24,28,28,28,32,28,29,27,26,30,28,24,28,28,31,26,28,24,35,34,154,30,26,29,32,32,24,26,24,26,32,25,29,28,30,23,29,28,31,30,27,26,27,28,28,30,24,34,31,23,34,23,28,36,32,30,24,32,26,30,30,32,,30,31,34,31,34,40,36,44,31,3,5,39,36,32,36,34,42
Farm0198,16,16,22,20,24,8,23,26,23,24,20,20,8,24,22,6,25,10,23,22,22,22,25,22,8,22,18,12,8,12,6,22,6,8,8,12,12,23,10,7,24,27,20,21,24,24,8,20,19,6,7,21,21,20,13,8,10,26,26,9,23,12,27,13,11,30,6,8,20,4,6,22,29,28,24,9,6,10,10,24,30,24,6,4,6,10,26,9,20,22,26,28,30,9,27,8,26,30,14,7,28,5,8,7,20,4,26,35,26,26,30,28,10,12,10,10,9,12,10,32,9,28,9,2,36,6,8,7,26,32,24,34,26,28,26,8,32,6,13,10,32,29,30,33,34,26,8,8,10,29,30,26,14,14,134,12,32,10,12,13,29,32,26,30,12,28,10,8,9,28,1,4,6,3,28,30,32,13,4,34,26,16,14,27,37,26,33,16,14,5,29,34,30,33,4,10,30,,12,7,35,39,19,16,22,8,26,29,18,17,11,36,38,22
Farm0199,18,18,24,22,24,8,24,26,23,24,21,22,8,26,24,6,25,10,24,22,24,24,27,22,9,24,20,12,8,14,8,24,8,10,10,13,12,24,10,8,24,28,22,20,25,24,9,19,21,6,8,22,22,20,15,8,12,26,26,11,25,14,27,15,12,31,8,10,22,8,8,24,30,30,24,10,6,11,12,24,31,25,7,8,10,12,27,10,20,22,26,29,31,10,29,4,28,30,15,9,28,8,8,10,22,8,26,36,28,28,30,28,11,12,12,10,11,9,10,34,10,28,12,8,38,10,10,10,27,32,26,36,28,29,26,11,34,10,10,12,34,30,30,35,33,26,8,6,4,30,30,28,12,16,130,13,32,12,15,14,10,34,28,31,14,29,2,4,8,29,10,10,12,12,30,30,33,14,11,34,28,17,15,28,37,28,34,14,16,11,30,36,32,34,11,4,31,12,,16,35,40,16,13,19,14,29,30,20,9,4,38,38,18
Farm0200,20,21,27,24,28,12,28,31,27,27,24,24,14,28,28,10,30,14,28,26,27,27,29,24,11,26,22,16,11,18,11,26,11,14,14,14,16,26,14,11,26,30,26,24,28,28,14,25,23,9,10,24,24,24,18,12,14,30,29,14,29,17,30,17,14,33,10,14,24,8,9,28,34,33,26,14,9,14,14,30,34,29,10,9,11,14,28,14,24,24,30,30,32,12,32,12,31,34,18,12,31,10,12,10,24,10,30,38,32,30,34,30,14,16,13,14,14,15,14,37,11,31,12,6,40,10,14,10,30,35,29,38,30,32,30,13,36,11,17,14,36,34,34,38,36,30,11,12,14,33,35,32,19,18,138,16,36,16,16,17,7,34,31,34,15,32,14,14,13,32,7,8,8,8,32,32,36,18,6,38,29,20,18,31,42,30,38,20,18,8,34,40,34,36,8,15,34,7,16,,38,44,24,19,28,10,32,32,21,21,14,41,42,25
